Artist ID,Name,Nationality,Gender,Birth Year,Death Year,wikidata_id,match_status,source
26276,"W. H. Gispen & Company, Denmark",Dutch,,1916.0,,,,
26279,Björn Roth,,Male,,,,,
26287,Oswald Wiener,,,,,,,
26336,Robin Page,British,Male,1932.0,,,,
26359,John Wood,American,Male,1922.0,,,,
26361,Jesse Reiser,American,Male,1958.0,,,,
26362,Nanako Umemoto,American,Female,,,,,
26363,Reiser + Umemoto RUR Architecture PC,American,,1986.0,,,,
26369,Mako Idemitsu,Japanese,Female,1940.0,,,,
26370,Li Yongbin,Chinese,Female,1963.0,,,,
26371,Kristin Lucas,American,Female,1968.0,,,,
26374,Edin Vélez,American,Male,1951.0,,,,
26375,Zhang Peili,Chinese,Male,1957.0,,,,
26382,Marco Maggi,Uruguayan,Male,1957.0,,,,
26393,Greg Lynn,American,Male,1964.0,,,,
26398,United Architects,American,,2002.0,,,,
26402,Imaginary Forces,American,,1996.0,,,,
26418,Critical Art Ensemble,American,Male,1987.0,,,,
26421,Louise Wilson,British,Female,1967.0,,,,
26424,Jane Wilson,British,Female,1967.0,,,,
26439,Marina Abramović,Yugoslav,Female,1946.0,,,,
26440,Seoungho Cho,Korean,Male,1959.0,,,,
26441,Paul Pfeiffer,American,Male,1966.0,,,,
26442,Piotr Wyrzykowski,Polish,Male,1968.0,,,,
26444,Cedric Buchet,Danish,Male,1974.0,,,,
26446,Simone Nieweg,German,Female,1962.0,,,,
26464,Eija-Liisa Attilah,,,,,,,
26465,Josiah McElheny,American,Male,1966.0,,,,
26470,Alejandro Ruiz,Argentine,Male,1958.0,,,,
26479,Valérie Belin,French,Female,1964.0,,,,
26480,Collier Schorr,American,Female,1963.0,,,,
26482,"Alex Moulton Bicycles, England",British,,1958.0,,,,
26488,David Childs,American,Male,1941.0,,,,
26491,Francesco Binfaré,Italian,Male,1939.0,,,,
26492,"Edra S.p.A., Italy",Italian,,1987.0,,,,
26508,Philip Johnson / Alan Ritchie Architects,American,,,,,,
26512,Claude Closky,French,Male,1963.0,,,,
26516,Robert Polidori,Canadian,Male,1951.0,,,,
26520,Denier Studio,,,,,,,
26523,Evelene Wechsler,American,Female,,,,,
26529,John L. Dunmore,American,Male,,,,,
26540,Martin Roberts,British,,1943.0,,,,
26542,Cheryl Donegan,American,Female,1962.0,,,,
26543,Peter Callas,Australian,Male,1952.0,,,,
26544,John Pilson,American,Male,1968.0,,,,
26545,Melinda Morey,American,Female,1963.0,,,,
26557,Robert P. Tennant,American,,1948.0,,,,
26589,Bob Olodort,American,Male,1946.0,,,,
26601,Gerhard Behrend,,Male,,,,,
26607,Fred Wilson,American,Male,1954.0,,,,
26613,Clint Eastwood,American,Male,1930.0,,,,
26616,Leandro Katz,Argentine,,1938.0,,,,
26617,Álvaro Barrios,Colombian,Male,1945.0,,,,
26620,Regina Silveira,Brazilian,Female,1939.0,,,,
26626,Francis Ford Coppola,American,Male,1939.0,,,,
26632,Fabrice Hybert,French,Male,1961.0,,,,
26637,Glen Luchford,British,Male,1968.0,,,,
26658,Martin Scorsese,American,Male,1942.0,,,,
26661,Agnès Varda,French,Female,1928.0,,,,
26678,Grace Note Windchimes,,,,,,,
26679,Jeff Kile,,Male,,,,,
26680,"Jakob Schläpfer AG, St.Gallen",,,,,,,
26684,Moshekwa Langa,South African,Male,1975.0,,,,
26685,Verne Dawson,American,Male,1961.0,,,,
26686,Sid Kaplan,American,Male,1938.0,,,,
26690,Hanna Schygulla,German,Female,1943.0,,,,
26737,Todd Greene,American,Male,1967.0,,,,
26738,"The HeadBlade Company, LLC, Los Angeles, CA",American,,2000.0,,,,
26740,Dinh Q. Lê,American,Male,1968.0,,,,
26770,José Antonio Suárez Londoño,Colombian,Male,1955.0,,,,
26772,Warner Bros. Records,,,1958.0,,,,
26783,Alan Ritchie,American,Male,1938.0,,,,
26808,Giorgio DeCurso,Italian,,1927.0,,,,
26816,"Idée (Kurosaki Trading Company), Japan",,,,,,,
26820,"Piaggio S.p.A., Pontedera, Italy",Italian,,1884.0,,,,
26838,Hugo Dreyfuss,,Male,,,,,
26839,Fang Lijun,Chinese,Male,1963.0,,,,
26840,Boris Berlin,Danish,Male,1953.0,,,,
26841,Poul Christiansen,Danish,,1947.0,,,,
26842,Komplot Design,Danish,,1987.0,,,,
26850,"Weiss/Manfredi Architects, New York, NY",,,,,,,
26852,Carme Pinos,Spanish,Female,1954.0,,,,
26859,Adriaan Geuze,Dutch,Male,1960.0,,,,
26860,"James Corner, Field Operations, New York",,,,,,,
26866,Chris Johanson,American,Male,1968.0,,,,
26867,Paul Chan,Chinese,Male,1973.0,,,,
26883,"Unimark International Corporation, New York",American,,1964.0,,,,
26884,Hong Hao,Chinese,Male,1965.0,,,,
26901,"Ro RC, Belgium",,,,,,,
26932,Murray Broom,New Zealander,Male,1955.0,,,,
26933,Clear Blue Hawaii,,,2001.0,,,,
26934,Nick Schade,American,Male,1963.0,,,,
26951,Andy Diaz Hope,American,Male,1967.0,,,,
26954,Bayer Research Laboratories,German,,1863.0,,,,
26959,"Johnson & Johnson Consumer Companies, Inc.",American,,1886.0,,,,
26960,Coloplast A/S,Danish,,1957.0,,,,
26965,Hermann Steiner,Swiss,,1913.0,,,,
26966,"Steiner Lamello AG, Switzerland",,,,,,,
26971,"Sealed Air Corporation, USA",,,,,,,
26973,"Alcoa, Inc., USA",American,,,,,,
26978,"Chupa Chups S.A., Spain",,,,,,,
26981,Jack Clements,American,Male,,,,,
26982,"Solo Cup Company, USA",,,,,,,
26984,"Bausch & Lomb, USA",,,1853.0,,,,
26985,Philips Research Laboratories,Dutch,,1891.0,,,,
26987,"Sony Research Laboratories, company design",Japanese,,1946.0,,,,
26988,"Philips & Co., Eindhoven, the Netherlands",,,1891.0,,,,
26995,Walter Frederick Morrison,American,Male,1920.0,,,,
26997,"Wham-O, Inc., USA",,,,,,,
27003,Noel Zeller,American,Male,1936.0,,,,
27005,Herman Goelitz Rowland,American,Male,1941.0,,,,
27006,"Herman Goelitz Candy Company; now Jelly Belly Candy Company, USA",,,,,,,
27007,Kenji Ekuan,Japanese,Male,1929.0,,,,
27008,"Kikkoman Corporation, Japan",,,,,,,
27009,GK Design Group,Japanese,,1953.0,,,,
27011,"Kokuyo Co., Japan",,,,,,,
27019,"Mars, Inc., USA",,,,,,,
27020,Charles B. Stilwell,American,Male,,,,,
27023,GEM Manufacturing Ltd.,British,,,,,,
27024,William Middlebrook,American,,,,,,
27025,"ACCO Brands, Inc., USA",American,,,,,,
27026,Hugh Moore,American,Male,,,,,
27027,Lawrence Luellen,American,Male,,,,,
27028,"Dixie Paper Cup Company; now Georgia-Pacific Corporation, USA",,,,,,,
27031,"Faber-Castell, Germany",,,,,,,
27033,"Moore Push-Pin Company, USA",,,,,,,
27034,Leo Gerstenzang,American,Male,,,,,
27035,"Leo Gerstenzang Infant Novelty Company; now Q-tips, Inc., USA",,,,,,,
27038,"A. Meyers & Sons Corp., USA",American,,,,,,
27042,"James Spring & Wire Company; later James Industries; now a brand of Poof-Slinky, Inc., USA",,,,,,,
27051,"Tetra Pak, Sweden",,,,,,,
27052,Tetra Pak Research Laboratories,,,1951.0,,,,
27057,Hymen Lipman,American,,,,,,
27059,"Yaktrax, Inc.",American,,,,,,
27060,"Ziploc, USA",,,,,,,
27081,Daniel F. Cudzik,American,Male,1934.0,,,,
27144,Eve Aschheim,American,Female,1958.0,,,,
27148,Brad Brown,American,Male,1964.0,,,,
27149,Hideo Kanbara,Japanese,Male,1978.0,,,,
27150,"S.C. Johnson, company design",,,,,,,
27153,Kenneth Capps,American,Male,1939.0,,,,
27155,Max Cole,American,Female,1937.0,,,,
27161,Elena del Rivero,Spanish,Female,1949.0,,,,
27162,Lee Etheredge IV,American,Male,1968.0,,,,
27163,Kendra Ferguson,American,Female,1946.0,,,,
27165,Cheryl Goldsleger,American,Female,1951.0,,,,
27169,Teo González,Spanish,Male,1964.0,,,,
27178,Christine Hiebert,American,Female,1960.0,,,,
27179,Ann Ledy,American,Female,1952.0,,,,
27183,Julia Mangold,German,Female,1966.0,,,,
27184,Stefana McClure,Irish,Female,1959.0,,,,
27185,Stephen Metts,American,Male,1968.0,,,,
27186,Tatsuo Miyajima,Japanese,Male,1957.0,,,,
27187,Deborah Gottheil Nehmad,American,Female,1952.0,,,,
27188,Gloria Ortiz-Hernández,Colombian,Female,1943.0,,,,
27189,Crown Beverage Packaging,American,,,,,,
27190,Duro Bag Manufacturing Company,American,,1953.0,,,,
27191,Flaminaire,French,,1939.0,,,,
27194,Laurie Reid,American,Female,1964.0,,,,
27195,Erik Saxon,American,Male,1941.0,,,,
27196,Susan Schwalb,American,Female,1944.0,,,,
27198,Teepack Spezialmaschinen GmbH & Co. KG,German,,1948.0,,,,
27203,Zwelethu Mthethwa,South African,Male,1960.0,,,,
27204,Joan Waltemath,American,Female,1953.0,,,,
27208,Bayer HealthCare AG,German,,,,,,
27210,Mr. Malcolm Daniel,,Male,,,,,
27233,William E. Massie,American,Male,1962.0,,,,
27237,Victoria Sambunaris,American,Female,1964.0,,,,
27240,Erwin Pfrang,German,Male,1951.0,,,,
27243,D-L Alvarez,American,Male,1965.0,,,,
27259,Lindy Roy,South African,Female,1963.0,,,,
27261,Visual AIDS Artists Caucus,American,,1988.0,,,,
27262,Thomas E. Noy,American,,1948.0,,,,
27267,MTA New York City Transit Team,American,,1953.0,,,,
27305,Marc Räder,German,Male,1966.0,,,,
27307,Enrique Metinides,Mexican,Male,1934.0,,,,
27345,Dainese S.p.A.,Italian,,1972.0,,,,
27393,Kumi Machida,Japanese,Female,1970.0,,,,
27397,Teodoro González de León,Mexican,Male,1926.0,,,,
27403,Walton Ford,American,Male,1960.0,,,,
27427,Mark Dion,American,Male,1961.0,,,,
27431,Neo Rauch,German,Male,1960.0,,,,
27433,Peter Frankfurt,American,Male,1958.0,,,,
27434,Mikon van Gastel,Dutch,Male,1971.0,,,,
27435,Kevin Kennon,American,Male,1958.0,,,,
27436,Farshid Moussavi,Iranian,Female,1965.0,,,,
27437,Alejandro Zaera-Polo,Spanish,Male,1963.0,,,,
27457,"GUBI, Copenhagen, Denmark",,,1976.0,,,,
27463,"Vitsœ, London, England",,,1959.0,,,,
27464,Tord Boontje,Dutch,Male,1968.0,,,,
27465,Emma Woffenden,British,Male,1962.0,,,,
27466,Haresh Lalvani,American,Male,1955.0,,,,
27467,Milgo/Bufkin,American,,1916.0,,,,
27468,Josef Klima,Austrian,Male,,,,,
27470,Unknown Designer,Romanian,,,,,,
27476,Ryue Nishizawa,Japanese,Male,1966.0,,,,
27479,Ole Scheeren,German,Male,1971.0,,,,
27482,"Solari di Udine, Italy",Italian,,1948.0,,,,
27485,Michael Landy,British,Male,1963.0,,,,
27488,Jeanne Moutoussamy-Ashe,American,Female,1951.0,,,,
27491,James F. Gibson,American,Male,,,,,
27503,Alan Herman,American,Male,1947.0,,,,
27506,Mac Gramlich,,,,,,,
27524,Guy Nordenson,American,Male,1955.0,,,,
27531,Jeffrey Ingram Stone,,Male,,,,,
27532,Victoria Gil,Spanish,Female,1963.0,,,,
27544,"Bauhaus Metal Workshop, Weimar, Germany",German,,,,,,
27556,"Alsop Ltd., London, England",British,,,,,,
27561,Kutlug Ataman,Turkish,Male,1961.0,,,,
27589,Solange Fabião,Brazilian,Female,1963.0,,,,
27596,Heike Baranowsky,German,Female,1967.0,,,,
27624,Eve Sussman | Rufus Corporation,American,Female,,,,,
27627,"Collinson & Lock, London",,,,,,,
27641,GE Aircraft Engines,American,,1942.0,,,,
27642,CFAN,American,,1974.0,,,,
27656,Graham Little,British,Male,1972.0,,,,
27660,Glenn A. Davis,,Male,,,,,
27662,Vitra GmbH,,,,,,,
27663,Jennifer Pastor,American,Female,1966.0,,,,
27669,Barry McGee,American,Male,1966.0,,,,
27671,"Clear Blue Hawaii, Honolulu",,,,,,,
27680,Bruce Gitlin,American,,1942.0,,,,
27683,Alex Kveton,American,,1948.0,,,,
27684,Neil Katz,American,,1962.0,,,,
27712,Marcel Dzama,Canadian,Male,1974.0,,,,
27713,Trenton Doyle Hancock,American,Male,1974.0,,,,
27724,fuseproject,,,1999.0,,,,
27725,Biomega,Danish,,1998.0,,,,
27730,Kosuke Tsumura,Japanese,Male,1959.0,,,,
27731,"A-net, Inc.",Japanese,,,,,,
27732,Cindy van den Bremen,Dutch,Female,1972.0,,,,
27733,Hareide Designmill,Norwegian,,2000.0,,,,
27734,Bård Løtveit,Norwegian,,1959.0,,,,
27735,AutoSock AS,Norwegian,,,,,,
27736,Startloop AS,Norwegian,,,,,,
27737,Gerhard Heufler,Austrian,Male,1944.0,,,,
27741,"Gad Shaanan Design, Inc.",American,,1981.0,,,,
27743,"Med-Eng Systems, Inc.",Canadian,,1981.0,,,,
27753,Jens Martin Skibsted,Danish,Male,1970.0,,,,
27754,PUMA,German,,,,,,
27755,"Sony Electronics, Inc.",,,1946.0,,,,
27756,"…XYZ Dot Dot Dot Ex Why Zed Design, Ltd.",South African,,2000.0,,,,
27758,Roelf Mulder,South African,Male,1959.0,,,,
27759,Karim Rashid,Egyptian,Male,1960.0,,,,
27763,"Vessel, Inc.",American,,2001.0,,,,
27765,Matthias Megyeri,German,Male,1973.0,,,,
27767,Mathieu Lehanneur,French,Male,1974.0,,,,
27768,Schiebel Elektronische Geräte GmbH,Austrian,,1951.0,,,,
27776,Jackie Piper,American,,1968.0,,,,
27777,Marcus Willcocks,British,Male,1977.0,,,,
27778,"Design Against Crime Research Initiative, Central Saint Martins College of Art and Design",British,,2000.0,,,,
27781,Carolien Vlieger,Dutch,Female,1975.0,,,,
27782,Hein van Dam,Dutch,Male,1974.0,,,,
27783,Vlieger & Vandam,Dutch,,2004.0,,,,
27786,Anthony Dunne,British,Male,1964.0,,,,
27787,Fiona Raby,British,Female,1963.0,,,,
27788,Dunne & Raby,British,,1994.0,,,,
27791,Michael Rakowitz,American,Male,1973.0,,,,
27792,Martín Ruiz de Azúa,Spanish,Male,1965.0,,,,
27801,Humanscale,American,,1982.0,,,,
27802,Freeplay Energy Plc.,South African,,1996.0,,,,
27807,Médecins Sans Frontières (Doctors Without Borders),,,1971.0,,,,
27808,Ouzak Design Formation,Japanese,,1996.0,,,,
27809,Takefu Knife Village,Japanese,,,,,,
27818,Roy Arden,Canadian,Male,1957.0,,,,
27820,Tim Lee,Korean,Male,1975.0,,,,
27821,Robin Rhode,South African,Male,1976.0,,,,
27822,Melanie Smith,British,Female,1965.0,,,,
27853,Kazuhiro Yamanaka,Japanese,Male,1971.0,,,,
27854,Pallucco Italia S.p.A.,Italian,,1980.0,,,,
27856,Artecnica,American,,1986.0,,,,
27863,"MAK, Vienna",,,,,,,
27879,Hill Jephson Robb,Scottish,Male,1970.0,,,,
27881,Paul Kirps,Luxembourgish,Male,1969.0,,,,
27888,Ralph Borland,South African,Male,1974.0,,,,
27898,Carl Mertens,German,Male,1919.0,,,,
27904,Naoto Fukasawa,Japanese,Male,1956.0,,,,
27905,"Ryohin Keikaku Co., Ltd., Tokyo, Japan",,,,,,,
27918,Olivier Peyricot,French,Male,1969.0,,,,
27926,"Adachi Shiki Kogyo Co., Ltd.",Japanese,,1942.0,,,,
27934,Antenna Design,American,,1997.0,,,,
27944,Duncan Turner,British,Male,1979.0,,,,
27946,Clean Call,American,,1995.0,,,,
27947,Elizabeth A. Wilkes,American,Female,1945.0,,,,
27951,"McLaren Performance Technologies, Inc.",American,,,,,,
27952,"Carlson Technology, Inc.",American,,1982.0,,,,
27953,Jan Marcussen,Danish,,1957.0,,,,
27958,Prestige Products,American,,,,,,
27963,"RedStart Design, LLC",American,,2004.0,,,,
27966,Nayland Blake,American,Male,1960.0,,,,
27968,Safety 1st,American,,1984.0,,,,
27971,Rivane Neuenschwander,Brazilian,Female,1967.0,,,,
27980,"EMBT Miralles Tagliabue Arquitectes Associats, Barcelona",,,1992.0,,,,
27983,West 8 Urban Design & Landscape Architecture BV,Dutch,,1987.0,,,,
27990,"Leatherman Tool Group, Inc.",American,,1983.0,,,,
27993,"Sam Medical Products, a division of The Seaberg Company, Inc.",American,,1985.0,,,,
27997,Deborah Adler,American,Female,1975.0,,,,
28002,Craig Grimes,American,Male,1956.0,,,,
28003,Organ Recovery Systems,American,,1998.0,,,,
28011,"Frabill, Inc.",American,,1944.0,,,,
28015,Schoeller Textil AG,Swiss,,1868.0,,,,
28019,Masamichi Udagawa,Japanese,Male,1964.0,,,,
28020,Sigi Moeslinger,Austrian,Female,1968.0,,,,
28048,Barry Frydlender,Israeli,Male,1954.0,,,,
28050,Tomoko Sawada,Japanese,Female,1977.0,,,,
28058,Avery Dennison,American,,,,,,
28063,"e2v Technologies, Ltd.",British,,1947.0,,,,
28064,Alloy Ltd. Total Product Design,British,,1999.0,,,,
28066,"Blizzard Protection Systems, Ltd.",,,,,,,
28073,"Brookdale International Systems, Inc., a DuPont Canada Company",Canadian,,,,,,
28074,"Skystreme UK, Ltd.",British,,,,,,
28075,Bernard William Hanning,British,,1942.0,,,,
28078,NOAQ Flood Protection AB,Swedish,,2001.0,,,,
28081,Dräger Safety AG & Co.,German,,,,,,
28082,Jakob Wagner,Danish,Male,1963.0,,,,
28084,Brunton,American,,1894.0,,,,
28086,Stephan Augustin,German,Male,1967.0,,,,
28093,UNICEF United Nations Children's Fund,,,1946.0,,,,
28097,Wangechi Mutu,Kenyan,Female,1972.0,,,,
28098,Mark Grotjahn,American,Male,1968.0,,,,
28099,Dave Muller,American,Male,1964.0,,,,
28105,Galya Rosenfeld,Israeli,Female,1977.0,,,,
28107,"Westminster Industries, a division of Zelco Industries, Inc.",American,,,,,,
28110,"Porzellan-Manufaktur Nymphenburg, Germany",German,,,,,,
28113,Maharam,,,,,,,
28119,Johannes Kahrs,German,Male,1965.0,,,,
28123,Rainald Goetz,German,Male,1954.0,,,,
28128,Paris Observatory,,,,,,,
28138,Richard Dupont,American,Male,1968.0,,,,
28146,Todd MacAllen,Canadian,Male,1966.0,,,,
28147,Stephanie Forsythe,Canadian,Female,1970.0,,,,
28148,"molo design, ltd., vancouver, canada",,,2004.0,,,,
28168,Lionel Theodore Dean,British,Male,1962.0,,,,
28174,Ward Shelley,American,Male,1950.0,,,,
28185,Paul Edmunds,South African,Male,1970.0,,,,
28187,Lisa Fromartz,American,Female,1946.0,,,,
28190,Philippe Parreno,French,Male,1964.0,,,,
28195,Christiane Baumgartner,German,Female,1967.0,,,,
28196,Sandile Goje,South African,Male,1972.0,,,,
28197,Norman Catherine,South African,Male,1949.0,,,,
28199,Diane Victor,South African,Female,1964.0,,,,
28205,Abel Auer,German,Male,1974.0,,,,
28206,Dorota Jurczak,Polish,Female,1978.0,,,,
28207,Armin Krämer,German,Male,1973.0,,,,
28209,Ted Muehling,American,Male,1953.0,,,,
28211,"Plus Minus Zero Co., Ltd.",Japanese,,2003.0,,,,
28216,Nomathemba Tana,South African,Female,1953.0,,,,
28218,Claudette Schreuders,South African,Female,1973.0,,,,
28219,Capsters,Dutch,,,,,,
28222,Sue Williamson,South African,Female,1941.0,,,,
28223,Jo Ractliffe,South African,Female,1961.0,,,,
28224,Grayson Perry,British,Male,1960.0,,,,
28230,Robert Siwangaza,South African,Male,1960.0,,,,
28232,Bob Noorda,Dutch,Male,1927.0,,,,
28249,"Design Continuum, Inc.",American,,1983.0,,,,
28250,Master Lock Company,American,,1921.0,,,,
28265,"Java Jacket, Inc.",American,,,,,,
28272,"Hondatsuhin Kogyo Co., Ltd.",Japanese,,1974.0,,,,
28274,Designskolen Kolding,Danish,,1967.0,,,,
28279,Ronald J. French,American,,1938.0,,,,
28280,Benjamin Rivera,American,Male,1967.0,,,,
28316,Harvey Tulcensky,American,Male,1948.0,,,,
28319,"Umbra, Buffalo, New York",,,1979.0,,,,
28322,Laerdal Medical Corporation,American,,1967.0,,,,
28325,Crye Associates,American,,2000.0,,,,
28326,Caleb Crye,American,Male,1975.0,,,,
28328,Eric Fehlberg,Canadian,Male,1976.0,,,,
28330,Karen Chen,Taiwanese,,1977.0,,,,
28331,Gregg Thompson,American,Male,1976.0,,,,
28335,"Kokuyo S&T Co., Ltd.",Japanese,,,,,,
28351,"Con Edison, Consolidated Edison Company of New York, Inc.",American,,1823.0,,,,
28352,Neo Human Toys,Dutch,,2003.0,,,,
28353,Twan Verdonck,Dutch,Male,1979.0,,,,
28358,Braco Dimitrijević,Bosnian,Male,1948.0,,,,
28379,"Global Village Shelters, LLC",American,,,,,,
28380,Weyerhaeuser,American,,,,,,
28381,Daniel Ferrara,American,,1941.0,,,,
28382,Mia Ferrara,American,,1977.0,,,,
28383,"Ferrara Design, Inc.",American,,1968.0,,,,
28387,Architecture and Vision,German,,2003.0,,,,
28388,Andreas Vogler,Swiss,Male,1964.0,,,,
28389,Arturo Vittori,Italian,Male,1971.0,,,,
28394,Viking Life-Saving Equipment A/S,Danish,,1960.0,,,,
28395,Nikhil Garde,Danish,,1972.0,,,,
28397,Aldo DiBelardino,American,,1969.0,,,,
28398,Ezio DiBelardino,Italian,,1944.0,,,,
28399,Andrew Ive,British,Male,1968.0,,,,
28401,Grundfos Management A/S,Danish,,,,,,
28422,Emily Jacir,American,Female,1970.0,,,,
28426,Shirana Shahbazi,German,Female,1974.0,,,,
28429,Raqib Shaw,Indian,Male,1974.0,,,,
28435,Martin Szekely,French,Male,1956.0,,,,
28439,Carlos Garaicoa,Cuban,Male,1967.0,,,,
28459,E. Hoole,British,,,,,,
28461,Mary Weatherford,American,Female,1963.0,,,,
28467,Phillip Pisciotta,American,Male,1970.0,,,,
28476,Adam Thorpe,British,,1969.0,,,,
28477,Joe Hunter,British,,1967.0,,,,
28478,Einar Hareide,Norwegian,Male,1959.0,,,,
28479,Anders Hansen,Norwegian,,1971.0,,,,
28492,Amanda Knox Sather,American,Female,1975.0,,,,
28493,Kim Hoffmann,American,Female,1975.0,,,,
28495,Sara Shaughnessy,American,Female,1979.0,,,,
28498,The Pennsylvania State University,American,,1882.0,,,,
28505,Martin Creed,British,Male,1968.0,,,,
28512,DuCast,Emirati,,,,,,
28513,Shanxi Yuansheng Industrial Co.,Chinese,,,,,,
28514,ECCLES,Chinese,,,,,,
28515,Gin L. Eng,American,,1950.0,,,,
28516,Marco Meza,American,,1947.0,,,,
28519,Bezalel Academy of Art and Design,Israeli,,1906.0,,,,
28527,"Bezalel Labs Research & Development, Bezalel Academy of Art and Design",Israeli,,1906.0,,,,
28538,Tomma Abts,German,Female,1967.0,,,,
28539,Scoli Acosta,American,Male,1973.0,,,,
28540,Lucas Ajemian,American,Male,1975.0,,,,
28542,Ricci Albenda,American,Male,1966.0,,,,
28543,Hurvin Anderson,British,Male,1965.0,,,,
28544,Reed Anderson,American,Male,1969.0,,,,
28545,Siegfried Anzinger,Austrian,Male,1953.0,,,,
28546,Ryoko Aoki,Japanese,Female,1973.0,,,,
28547,Philip Argent,British,Male,1962.0,,,,
28548,Carla Arocha,Venezuelan,Female,1961.0,,,,
28549,Martin Assig,German,Male,1959.0,,,,
28550,assume vivid astro focus,,,,,,,
28551,Nina Lola Bachhuber,German,Female,1971.0,,,,
28552,Monika Baer,German,Female,1964.0,,,,
28553,Chris Ballantyne,American,Male,1972.0,,,,
28554,Joan Banach,American,Female,1953.0,,,,
28555,Claire Barclay,Scottish,Female,1968.0,,,,
28556,Hernan Bas,American,Male,1978.0,,,,
28557,Gary Batty,American,Male,1970.0,,,,
28558,Michael Gerald Bauer,American,Male,1982.0,,,,
28559,Jarrod Beck,American,Male,1977.0,,,,
28561,Dirk Bell,German,Male,1969.0,,,,
28562,Matthew Benedict,American,Male,1968.0,,,,
28563,Ellen Berkenblit,American,Female,1958.0,,,,
28564,Rebecca Bird,American,Female,1973.0,,,,
28565,Norbert Bisky,German,Male,1970.0,,,,
28567,Cosima von Bonin,German,Female,1962.0,,,,
28568,Monica Bonvicini,Italian,Female,1965.0,,,,
28570,Carol Bove,American,Female,1971.0,,,,
28571,Andrea Bowers,American,Female,1965.0,,,,
28572,Marc Brandenburg,German,Male,1965.0,,,,
28573,Sebastiaan Bremer,Dutch,Male,1970.0,,,,
28574,Beth Brideau,American,Female,1976.0,,,,
28575,Alex Brown,American,Male,1966.0,,,,
28576,Maria Brunner,Austrian,Female,1962.0,,,,
28577,Berlinde De Bruyckere,Belgian,Female,1964.0,,,,
28579,A.K. Burns,American,Female,1975.0,,,,
28580,Kathy Butterly,American,Female,1963.0,,,,
28582,Ernesto Caivano,Spanish,Male,1972.0,,,,
28583,Jonathan Callan,British,Male,1961.0,,,,
28584,Beth Campbell,American,Female,1971.0,,,,
28585,Davide Cantoni,Italian,Male,1965.0,,,,
28586,Robert Chambers,American,Male,1958.0,,,,
28587,Chivas Clem,American,Male,1977.0,,,,
28588,Dawn Clements,American,Female,1958.0,,,,
28589,Michael Cline,American,Male,1973.0,,,,
28590,Prince Toffee,American,Male,1972.0,,,,
28591,Nigel Cooke,British,Male,1973.0,,,,
28592,Bjorn Copeland,American,Male,1975.0,,,,
28593,Marti Cormand,Spanish,Male,1970.0,,,,
28594,Benjamin Cottam,American,Male,1975.0,,,,
28595,Ann Craven,American,Female,1967.0,,,,
28596,Amy Cutler,American,Female,1974.0,,,,
28597,Björn Dahlem,German,Male,1974.0,,,,
28598,José Damasceno,Brazilian,Male,1968.0,,,,
28599,Meredith Danluck,American,Female,1976.0,,,,
28603,Xiomara De Oliver,Canadian,Female,1967.0,,,,
28605,Benjamin Degen,American,Male,1976.0,,,,
28606,Brian DeGraw,American,Male,1974.0,,,,
28607,Kirsten Deirup,American,Female,1980.0,,,,
28608,Damien Deroubaix,French,Male,1972.0,,,,
28609,Steve DiBenedetto,American,Male,1958.0,,,,
28610,Don Doe,American,Male,1963.0,,,,
28611,Dr. Lakra (Jerónimo López Ramírez),Mexican,Male,1970.0,,,,
28612,Jim Drain,American,Male,1975.0,,,,
28613,Martin Eder,German,Male,1968.0,,,,
28614,Marcel van Eeden,Dutch,Male,1965.0,,,,
28615,Thomas Eggerer,German,Male,1963.0,,,,
28616,Lori Ellison,American,Female,1958.0,,,,
28617,Neil Farber,Canadian,Male,1975.0,,,,
28618,Rachel Feinstein,American,Female,1971.0,,,,
28619,Chad Ferber,American,Male,1975.0,,,,
28620,Dan Fischer,American,Male,1977.0,,,,
28621,Urs Fischer,Swiss,Male,1973.0,,,,
28622,Christian Flamm,German,Male,1974.0,,,,
28623,Caio Fonseca,American,Male,1959.0,,,,
28625,Barnaby Furnas,American,Male,1973.0,,,,
28626,Franziska Furter,Swiss,Female,1972.0,,,,
28628,Tim Gardner,Canadian,Male,1973.0,,,,
28629,Amy Gartrell,American,Female,1974.0,,,,
28630,Anna Gaskell,American,Female,1969.0,,,,
28631,Tamara Gayer,American,Female,1969.0,,,,
28632,Isa Genzken,German,Female,1948.0,,,,
28633,Steve Gianakos,American,Male,1938.0,,,,
28634,Ewan Gibbs,British,Male,1973.0,,,,
28635,Graham Gillmore,Canadian,Male,1963.0,,,,
28637,Victoria Gitman,Argentine,Female,1972.0,,,,
28638,Judith Godwin,American,Female,1930.0,,,,
28639,Anthony Goicolea,American,Male,1971.0,,,,
28640,Greg Goldberg,American,Male,1973.0,,,,
28642,Delia R. Gonzalez,American,Female,1972.0,,,,
28643,Dryden Goodwin,Canadian,Male,1971.0,,,,
28644,Sam Gordon,American,Male,1973.0,,,,
28646,Matt Greene,American,Male,1972.0,,,,
28647,Alex Grey,American,Male,1953.0,,,,
28648,Kojo Griffin,American,Male,1971.0,,,,
28649,Karl Haendel,American,Male,1976.0,,,,
28650,Chris Hammerlein,American,Male,1962.0,,,,
28651,Debra Hampton,American,Female,1971.0,,,,
28652,Richard Hawkins,American,Male,1961.0,,,,
28653,Gerald Hayes,American,Male,1940.0,,,,
28654,Werner Haypeter,German,Male,1955.0,,,,
